1.14	5.10	4.69	6.10	0.42	7.72	7.40	7.02	50.00	40.00	2.00	0.17
0.43	3.10	4.60	5.83	0.49	7.71	7.25	7.04	50.00	40.00	2.00	0.18
0.46	3.98	5.47	6.48	0.50	7.83	7.24	6.93	50.00	40.00	2.00	0.17
1.62	3.18	5.24	6.58	0.48	7.67	7.11	7.05	50.00	40.00	2.00	0.18
0.34	3.99	6.16	7.39	0.58	7.65	7.28	6.98	50.00	40.00	2.00	0.18
1.43	3.83	5.93	7.00	0.52	7.63	7.12	6.86	50.00	40.00	2.00	0.19
1.08	4.30	6.20	7.30	0.31	7.72	7.10	6.82	50.00	40.00	2.00	0.17
0.12	3.88	6.42	8.46	0.45	7.70	7.24	6.97	50.00	40.00	2.00	0.18
0.17	4.46	6.76	8.09	0.48	7.84	7.23	6.92	50.00	40.00	2.00	0.19
0.43	3.79	6.18	7.55	0.43	7.81	7.25	7.25	50.00	40.00	2.00	0.18
0.22	4.74	6.72	8.55	0.46	7.92	7.24	6.85	50.00	40.00	2.00	0.18
0.13	3.75	5.96	7.84	0.47	7.94	7.21	6.94	50.00	40.00	2.00	0.20
3.10	3.22	5.83	8.24	0.30	8.00	7.13	6.96	50.00	40.00	2.00	0.19
0.61	3.98	6.10	7.80	0.39	8.09	7.29	7.04	50.00	40.00	2.00	0.19
1.34	4.48	6.61	7.35	0.43	8.01	7.29	6.97	50.00	40.00	2.00	0.17
0.29	3.97	6.68	8.34	0.40	8.04	7.45	6.95	50.00	40.00	2.00	0.17
0.55	4.30	5.87	7.30	0.42	8.05	7.23	7.04	50.00	40.00	2.00	0.18
0.63	4.69	6.64	7.83	0.39	8.00	7.15	7.00	50.00	40.00	2.00	0.18
1.64	3.59	6.38	7.82	0.40	8.00	7.20	7.00	50.00	40.00	2.00	0.18
0.60	3.71	6.68	7.11	0.37	8.00	7.30	6.97	50.00	40.00	2.00	0.18
1.48	3.45	7.30	8.27	0.47	7.95	7.17	7.07	50.00	40.00	2.00	0.17
2.16	2.93	7.35	7.81	0.40	7.94	7.13	6.97	50.00	40.00	2.00	0.18
1.08	3.87	6.90	7.62	0.42	7.92	7.15	6.89	50.00	40.00	2.00	0.18
1.42	3.64	6.48	7.40	0.41	7.97	7.21	6.94	50.00	40.00	2.00	0.18
1.82	4.23	7.39	7.57	0.45	7.95	7.24	6.92	50.00	40.00	2.00	0.18
0.47	4.12	7.14	7.74	0.34	8.00	7.15	7.05	50.00	40.00	2.00	0.18
1.37	4.07	7.57	8.10	0.44	7.89	7.16	6.92	50.00	40.00	2.00	0.17
1.78	2.46	8.08	8.81	0.38	7.95	7.20	6.93	50.00	40.00	2.00	0.18
0.98	4.08	7.49	8.56	0.38	7.95	7.21	6.90	50.00	40.00	2.00	0.18
0.54	3.31	8.20	8.42	0.34	8.00	7.29	6.91	50.00	40.00	2.00	0.18
0.35	4.26	8.04	8.29	0.35	8.14	7.34	6.97	50.00	40.00	2.00	0.17
0.83	3.95	7.79	8.03	0.38	8.05	7.23	6.89	50.00	40.00	2.00	0.18
0.51	3.15	7.71	8.79	0.49	8.04	7.24	7.00	50.00	40.00	2.00	0.19
1.23	4.70	7.97	8.57	0.46	7.96	7.16	6.86	50.00	40.00	2.00	0.18
0.48	4.10	7.98	9.67	0.48	7.97	7.38	6.99	50.00	40.00	2.00	0.18
0.67	3.05	8.10	9.83	0.58	8.00	7.29	7.05	50.00	40.00	2.00	0.18
0.23	3.90	8.66	10.20	0.45	8.05	7.28	6.93	50.00	40.00	2.00	0.17
1.33	3.61	7.96	8.61	0.45	8.00	7.13	7.03	50.00	40.00	2.00	0.18
0.98	3.11	7.47	8.25	0.43	8.00	7.14	6.94	50.00	40.00	2.00	0.17
0.78	3.83	7.54	8.05	0.30	7.98	7.14	6.82	50.00	40.00	2.00	0.17
0.55	3.10	8.14	8.78	0.43	7.98	7.22	6.89	50.00	40.00	2.00	0.18
1.12	4.04	8.35	9.58	0.33	7.96	7.13	6.92	50.00	40.00	2.00	0.17
1.63	4.20	8.95	9.34	0.43	8.04	7.16	6.97	50.00	40.00	2.00	0.18
1.56	3.43	8.63	9.82	0.38	7.95	7.19	7.00	60.00	40.00	2.00	0.17
1.12	3.52	7.68	9.94	0.41	7.89	7.09	6.90	60.00	40.00	2.00	0.17
0.80	3.73	7.57	8.78	0.31	7.88	7.13	6.81	60.00	40.00	2.00	0.17
0.77	4.36	7.56	9.28	0.43	7.78	7.19	6.83	60.00	40.00	2.00	0.18
1.59	3.40	7.82	9.92	0.48	7.65	7.08	6.86	60.00	40.00	2.00	0.18
1.10	4.08	6.98	8.78	0.44	7.88	7.13	6.87	60.00	40.00	2.00	0.17
0.68	4.15	7.22	8.30	0.42	7.65	7.12	6.85	60.00	40.00	2.00	0.18
1.17	4.40	7.93	9.51	0.50	7.64	7.02	6.74	60.00	40.00	2.00	0.17
0.74	3.86	9.30	9.52	0.44	7.69	7.18	7.02	60.00	40.00	2.00	0.18
1.69	4.59	7.73	9.77	0.35	7.69	7.10	6.98	60.00	40.00	2.00	0.18
0.58	3.88	8.86	9.82	0.43	7.73	7.12	7.03	60.00	40.00	2.00	0.17
0.91	3.21	8.94	10.10	0.39	7.81	7.16	6.91	60.00	40.00	2.00	0.18
0.61	3.50	9.50	9.90	0.44	7.94	7.25	6.92	60.00	40.00	2.00	0.18
1.10	4.00	8.26	9.90	0.40	7.79	7.12	6.98	60.00	40.00	2.00	0.18
0.63	3.19	9.42	9.73	0.37	7.88	7.22	6.92	60.00	40.00	2.00	0.18
0.76	2.56	8.55	10.20	0.45	7.92	7.10	6.86	60.00	40.00	2.00	0.18
1.69	3.09	9.02	10.50	0.43	8.08	7.21	7.10	60.00	40.00	2.00	0.18
0.67	4.49	8.96	9.03	0.36	7.95	7.17	6.91	60.00	40.00	2.00	0.19
0.24	3.61	9.16	9.10	0.40	8.00	7.33	6.91	60.00	40.00	2.00	0.19
1.02	4.31	9.88	10.60	0.45	8.00	7.20	7.03	60.00	40.00	2.00	0.17
1.02	4.16	9.56	10.10	0.38	8.03	7.19	6.99	60.00	40.00	2.00	0.18
1.24	3.05	9.56	10.70	0.45	8.04	7.25	6.97	60.00	40.00	2.00	0.19
0.74	3.17	9.08	10.10	0.49	7.99	7.39	6.90	60.00	40.00	2.00	0.18
0.69	3.40	9.36	10.20	0.43	8.02	7.18	6.97	60.00	40.00	2.00	0.18
1.12	2.93	9.42	10.10	0.45	7.82	7.19	7.00	60.00	40.00	2.00	0.18
1.45	3.15	10.50	11.30	0.48	7.83	7.15	6.98	60.00	40.00	2.00	0.18
